job_id,job_title,company_name,source_platform,search_term,location,job_url,email_addresses,num_email_addresses,relevant_text,analysis_date,job_description,_id
689d5af3e78d625301072232,Data Analyst,Shabech IT Services Incorporated,indeed,Data Analyst,"Edmonton, AB, CA",https://ca.indeed.com/viewjob?jk=858cd79ebbc6846d,['recruitment@shabech.ca'],1,"* Two (2\) project examples must be provided which exemplify/demonstrate expertise in the selected service area. Project examples need to be added to the bottom of the resume. Questions 1 through 5 must be answered for each project example. | **How to Apply:** | Apply directly via Indeed, or send your resume to recruitment@shabech.ca.",2025-09-02T14:24:48.694996,"*Data Analyst*

*Government of Alberta*

*Work Location: Remote*

*7000 \- 113 ST ST NW, Edmonton, Alberta*

*Rate: CAD 80/hr*

*Contract: 9 months, Optional Extension(s): Up to an additional 24 months*

We are seeking a talented and versatile Data Analyst to join a dynamic team. The ideal candidate will have a strong foundation in data engineering practices, combined with the analytical skills necessary to derive actionable insights from data. This role involves designing, implementing, and maintaining robust data pipelines and architectures, as well as performing detailed data analysis to support business decisions.

**Scope of Services**

**Data Engineering:**

\- Design, develop, and maintain scalable data pipelines to ingest, transform, and store large volumes of data both on\-premises (SSIS etc.) and in the cloud (Azure, AWS, GCP) 

\- Ensure data integrity, accuracy, and availability for analytical and operational use. 

\- Collaborate with software engineers, data scientists, a...",68b736723204a15e64887b8c
689d5acce78d6253010715e7,Web Site Developer/Designer and Digital marketer,Bedore's Photo Graphic Arts Inc.,indeed,Software Engineer,"Saint John, NB, CA",https://ca.indeed.com/viewjob?jk=ac29bd7e368472e7,['Robert@Bedores.ca'],1,"We are looking for a self\-motivated individual to assist us with the completion of our online store (Shopify), website (Yola), completing the set\-up of our social media outlets, as well as implementing our digital marketing plan. The position is full\-time for the summer, so university students in a Computer Science program are welcome to apply, and there is an option of a full\-time permanent position commencing in the fall for recent graduates, or part\-time for students returning to complete their degree/diploma. | **TO APPLY** | Please send resume/cover letter to Robert@Bedores.ca, or text to 506 871\-9167\. If you area “jack of all trades”, artistic, willing to take on challenges/learn new things and work independently, you might be our perfect fit!",2025-09-02T14:24:48.739628,"**JOB POSTING**

Web Development, Digital Marketing \& SEO Coordinator

Art Gallery \& Studio \- Bedore's Photo Graphic Arts Inc.

July 15th, 2025

**COMPANY PROFILE**

Bedore's Photo Graphic Arts Inc. plans to open an art studio \& gallery in historic Uptown Saint John. The studio will support the artistic endeavours of the owner, as a phase II of her career, while offering an opportunity for local artists to display their work in the adjacent gallery and in our online store. The accompanying art gallery will offers “original artistic works”, primarily of New Brunswick artists, with a special concentration on artists, artisans \& crafts\-people from the Saint John area. Our collection also extends to include artists from across Canada, especially creations of Aboriginal artists, Black artists as well as Veterans \& retired service people. Bedore's will also host quarterly auctions \& exhibitions, at our gallery \& online via Shopify \& Matterport.

**JOB OPENING: Web Developer/Digital...",68b736723204a15e64887b8d
689d5ad6e78d6253010717e3,Software Developer,iSystemsNow,indeed,Java Developer,"Waterloo, ON, CA",https://ca.indeed.com/viewjob?jk=c956619ac85ed6fb,['info@isntech.com'],1,"**How to Apply** | To apply, send your resume to: info@isntech.com",2025-09-02T14:24:48.782239,"**We Want You!**
----------------



ISN is looking for engineers, designers and developers that like to approach problems differently and think creatively. We don’t want to solve every problem the same way that has always been done, but we want to push the boundaries of what is possible, we want to leverage emerging technologies and redefine the industrial world we work in. Remember, at ISN we firmly believe that EVERYTHING is Possible.


  
**How to Apply**
----------------



To apply, send your resume to: info@isntech.com


  
### **Software Developer**



Do you want to understand how the world REALLY works? Let us show you. We are looking for talented software developers who can solve the world's most difficult industrial and logistical challenges, all in real\-time. Our software needs to be lightning fast, our data integrity needs to be rock solid, and our minds need to be creative. This job entails the following requirements:


* Proficiency in modern web development (Node.js, ...",68b736723204a15e64887b8e
689d5af3e78d625301072167,IT Support Technician,Starport Managed Services,indeed,IT Support Specialist,"Summerside, PE, CA",https://ca.indeed.com/viewjob?jk=7e15fe82a0095b57,['pei@starport.ca'],1,"We are looking for a service\-oriented IT technician to support remote client users and environments while striving to achieve and surpass our service level commitments. Daily responsibilities will include technical support, process monitoring and challenges to enhance your technical skills. Work will be conducted from our Prince Edward Island Service Desk (downtown Charlottetown/Summerside office locations available). Technicians must be both proactive and responsive, initiating email correspondence, screen sharing sessions and outgoing calls as necessary for efficient and effective resolution of client service requests. Career growth allows for advanced technical skill development with increasing server/network support while mentoring alongside senior team members. | * Please send your resume via email to careers\-pei@starport.ca | * We will endeavor to contact qualified candidates within five (5\) business days to schedule an interview.",2025-09-02T14:24:48.822907,"**Job Summary**

We are looking for a service\-oriented IT technician to support remote client users and environments while striving to achieve and surpass our service level commitments. Daily responsibilities will include technical support, process monitoring and challenges to enhance your technical skills. Work will be conducted from our Prince Edward Island Service Desk (downtown Charlottetown/Summerside office locations available). Technicians must be both proactive and responsive, initiating email correspondence, screen sharing sessions and outgoing calls as necessary for efficient and effective resolution of client service requests. Career growth allows for advanced technical skill development with increasing server/network support while mentoring alongside senior team members.

**Responsibilities**

· Provide technical support for client application, hardware and network issues:

* PCs/MACs, printers and storage devices; network connectivity troubleshooting
* Office365 suite of ...",68b736723204a15e64887b8f
689d5ae4e78d625301071b52,"Manager, Hydrology Centre",Government of New Brunswick,indeed,IT Project Manager,"Fredericton, NB, CA",https://ca.indeed.com/viewjob?jk=0a495fda0a4b002c,['EGL@gnb.ca'],1,"Applicants must clearly demonstrate the essential qualifications to be given further consideration. Please ensure that preferred language for assessment is identified on your resume. | **How to apply** | We encourage applicants to apply online at www.ere.gnb.ca, by mail at the following address, or by email at HR\-RH.ELG\-EGL@gnb.ca by August 15th, 2025\.",2025-09-02T14:24:48.874525,"**Manager, Hydrology Centre**  

**Department of Environment and Local Government**  

**Contract/Secondment (One Year)**  

**Pay Band 7**  

**Open**  

**Fredericton**


***Interested in making a difference in our province? We encourage you to*** ***Choose GNB******!***


**Who we are**  

The work we do has a positive impact on our communities and helps improve the everyday lives of New Brunswickers. Together, we are over 45,000 New Brunswickers who are passionate problem\-solvers, who make a difference and are proud to call New Brunswick home.


The Environmental Science and Protection Division is responsible for the environmental review of major projects and monitoring the air and water resources of New Brunswick. It provides scientific assessment and environmental protection advice and reports on the state of the environment; develops programs and policies; and provides technical, scientific and engineering support. This includes interpreting, evaluating and maintaining awarenes...",68b736723204a15e64887b90
689d5ae4e78d625301071c55,Information Security Specialist,Genoa Design International,indeed,Cybersecurity Specialist,"Mount Pearl, NL, CA",https://ca.indeed.com/viewjob?jk=b08947b0a903e207,['jobs@genoadesign.com'],1,"* Apply security standards, frameworks, and best practices to ensure confidentiality, integrity, and availability of information. | We know you may not meet every single requirement listed. If you’re qualified and excited about this opportunity, we encourage you to apply. | If you require any assistance completing your application, please email jobs@genoadesign.com.",2025-09-02T14:24:48.915636,"Are you the kind of person who sees potential threats before they happen? Do firewalls, encryption, and incident response feel less like work and more like second nature?
  
  

We’re looking for an Information Security Specialist to join our team and play a key role in protecting our systems, data, and people. This isn’t just about monitoring alerts — it’s about staying ahead of evolving cyber risks, implementing smart safeguards, and being a trusted advisor in all things security!
  
  

ABOUT US
  
Founded in 1995, Genoa Design International is a leader in providing production design and 3D modeling services to the shipbuilding and offshore industries. We are proud to support major initiatives like Canada’s National Shipbuilding Strategy (NSS) and commercial projects across North America. At Genoa, we have a variety of departments and positions that support our work, including Human Resources, Finance, Technology, Design \& Consulting, Project Management, and much more!
  
  

At Ge...",68b736723204a15e64887b91
689d5ae4e78d625301071ec4,SharePoint Analyst intermediate,Shabech IT Services Incorporated,indeed,Systems Administrator,"Edmonton, AB, CA",https://ca.indeed.com/viewjob?jk=35aa08e742ed0e83,['recruitment@shabech.ca'],1,"**How to Apply:** | Apply directly via Indeed, or send your resume to recruitment@shabech.ca. | THREE REFERENCES, FOR WHOM SIMILAR WORK HAS BEEN PERFORMED, MUST BE PROVIDED. THE MOST RECENT REFERENCE SHOULD BE LISTED FIRST (Please note: References will only be contacted if your application progresses to the final stage after a successful interview).",2025-09-02T14:24:48.958907,"***SharePoint Analyst \- Intermediate***

***Government of Alberta: Job ID: GOAPRD659***

***Work Location: Remote***

***Edmonton, Alberta***

***Rate: CAD 50/hr***

***Contract: 6 months, Optional Extension(s): Up to an additional 12 months***

We are seeking an Intermediate SharePoint Analyst who will be responsible for developing, migrating, and creating content on the Department’s intranet pages using SharePoint Online. The successful candidate will collaborate closely with end\-users, communication and engagement specialists, and stakeholders to ensure the smooth functioning of SharePoint intranet websites. The ideal candidate will possess strong analytical skills, excellent communication abilities, and a passion for delivering exceptional customer service.

**Required Skills:**

* Experience in Design, User Experience (UX), and User Interface (UI) to create intuitive and visually appealing user center experiences.
* Ability to translate business requirements from non\-technical ...",68b736723204a15e64887b92
689d5acce78d625301071440,Full Stack Developer - Senior,Shabech IT Services Incorporated,indeed,Software Engineer,"Edmonton, AB, CA",https://ca.indeed.com/viewjob?jk=960bc11410b3a791,['recruitment@shabech.ca'],1,"* Experience working with teams that also apply UX design, service design, design thinking, or human\-centered design approaches. | * A. Two (2\) project examples must be provided for each proposed resource, which exemplify/demonstrate expertise in the selected service area. Project examples need to be added to the bottom of the resume. Questions 1 through 3 must be answered for each project example. | **How to Apply:**",2025-09-02T14:24:49.006498,"**Full Stack Developer \- Senior**

**Government of Albert** 

**Rate: CAD 85/ hr**

**Location: Remote (Occasional Edmonton site visit)**

**Contract length: 12 months with a 24\-month extension**

We are seeking Full Stack Developer(s) who will participate in and contribute to a team’s shared understanding on a number of project issues, including the related software ecosystem, the project team working agreement, and any current service implementation. They will also work to develop functionality in the provision of services to the public by the GoA.

**Must Have Requirements**

* Experience using source control, particularly Git, in collaborative software development.
* Experience with automated unit testing and integration testing.
* Experience with database technologies, including relational databases and alternatives.
* Experience working as a Full Stack Developer on complex software solutions in an agile team environment.
* Experience working on production applications using mod...",68b736723204a15e64887b93
689d5ad6e78d625301071a27,Lead Carpenter,Cosgrave Construction,indeed,IT Project Manager,"Victoria, BC, CA",https://ca.indeed.com/viewjob?jk=7225069cb45f1e45,"['admin@cosgrave.ca', 'paul@cosgrave.ca']",2,**How to apply:** | Interested candidates are encouraged to submit their resume and cover letter to admin@cosgrave.ca and paul@cosgrave.ca,2025-09-02T14:24:49.053377,"**Job Title:** Lead Carpenter

**Job Type:** Full Time

**Company Overview:**  
Cosgrave Construction is dedicated to providing exceptional craftsmanship and customer service in the construction industry. We specialize in Custom Homes and residential renovations and prioritize quality and client satisfaction in every project we undertake.

**Job Summary:**  
As a Lead Carpenter at Cosgrave Construction, you will play a critical role in ensuring the success of our projects by leading a team of carpenters and managing all aspects of carpentry work. Drawing on your extensive experience and knowledge, you will work closely with project managers, subcontractors, and clients to deliver high\-quality results on time and within budget.

**Key Responsibilities:**

* **Project Management:** Take ownership of carpentry projects from initiation to completion, ensuring that all tasks are efficiently coordinated and executed.
* **Leadership:** Supervise and mentor a team of carpenters and apprentice...",68b736723204a15e64887b94
689d5affe78d6253010724ce,Regional Manager (Business Consultant),Massage Addict Inc.,indeed,Business Analyst,"Halifax, NS, CA",https://ca.indeed.com/viewjob?jk=9a810f917d9f291d,['aorme@massageaddict.ca'],1,"To apply, please submit a resume and cover letter to Alyssa Orme at aorme@massageaddict.ca.",2025-09-02T14:24:49.098495,"**Regional Manager (Business Consultant)**

**About Massage Addict:** Massage Addict is a Canadian owned and operated franchised company. With over 135 clinics across the country and over 2,000 Registered Massage Therapists, Registered Acupuncturists, Certified Reflexologists and Chiropractors, we provide over 100,000 treatments each month to manage pain, stress, anxiety, injury, muscle tension, and much more. Since opening the first clinic in 2008, Massage Addict has been helping clients improve their health through high\-quality therapeutic treatments that’s both affordable and convenient.

**Job Summary**

The **Franchise** **Business Consultant** is a core member of the Operations Team and reports to the Director of Operations. They are responsible for the support, performance management and communication with franchise partners across Central \& Eastern Canada. This role requires travel of approximately 5 business days per month to complete clinic visits and to support openings. T...",68b736723204a15e64887b95
689d5acce78d625301071441,Quality Assurance Automation Developer,Shabech IT Services Incorporated,indeed,Software Engineer,"Edmonton, AB, CA",https://ca.indeed.com/viewjob?jk=ddd3db95f77c8488,['recruitment@shabech.ca'],1,"**How to Apply:** | Apply directly via Indeed, or send your resume to recruitment@shabech.ca. | *""Interested in exploring more opportunities with us? Visit our careers page at www.shabech.ca to view all current openings and apply for roles that match your skills and interests.""*",2025-09-02T14:24:49.138912,"***Quality Assurance Automation Developer***

***Government of Albert*** 

***Rate: CAD 80/ hr***

***Location: Remote (Occasional Edmonton site visit)***

***Contract length: 12 Months with a 24\-month extension***

We are seeking talented QA Automation Developer(s) who will be responsible for overseeing the quality in the delivery of digital services and ensuring that a team’s focus is on quality. A QA Automation Developer is typically responsible for creating test plans, test cases, and scenarios, identifying required test types, assets, and data environments and tools, and creating automated test suites.

**Must Have**

* Experience with coding and developing new testing automation scripts with CI/CD pipelines such as Jenkins or GitHub Actions.
* Experience creating and modifying automation test scripts.
* Experience preparing or supporting the preparation of automation test plans and automation test cases.
* Experience using automation testing frameworks.
* Experience with GitHub....",68b736723204a15e64887b96
689d5af3e78d625301071f30,Administrator,Polocorp Inc.,indeed,Systems Administrator,"Kitchener, ON, CA",https://ca.indeed.com/viewjob?jk=f077cc720a32c98b,['hr@polocorpinc.com'],1,**Apply Now:** | Submit your resume and a brief cover letter to **hr@polocorpinc.com** with “Administrative Assistant” in the subject line. Applications will be reviewed as received.,2025-09-02T14:24:49.207783,"**Job Title:** Administrative Assistant (Full\-Time, 6\-Month Contract)  
**Location:** Kitchener, ON  
**Company:** Polocorp Inc.  
**Job Type:** Full\-Time, 6\-Month Contract  
**Schedule:** Monday–Friday, in\-office  
**Compensation:** Starting at $40,000/ year

**About Us:**  
Polocorp Inc. is a Kitchener\-based land development firm with 40\+ years of experience building sustainable, community\-focused developments across Southern Ontario. We’re a small, dedicated team that values professionalism, initiative, and collaboration.

**Job Overview:**  
We’re looking for a Full\-Time Administrative Assistant to join our team on a 6\-month contract, with the possibility of the role becoming permanent for the right candidate. This is an in\-office position supporting multiple departments, including leadership, planning, and construction.

**Key Responsibilities:**

* Provide administrative support to the General Manager and Co\-CEOs
* Coordinate calendars, meetings, and agendas
* Greet v...",68b736723204a15e64887b97
689d5ad6e78d625301071970,Maintenance Technician,XS Asset Management ,indeed,IT Project Manager,"Edmonton, AB, CA",https://ca.indeed.com/viewjob?jk=3aeceba1d71df296,['newhire@xsassetmanagement.com'],1,"If you’re excited about joining a team that lives its values, we want to hear from you! Send us your resume and let us know why Rent XS is the perfect fit for you. | To Apply: Email your resume and cover letter to newhire@xsassetmanagement.com. Join Rent XS, a division of XS Asset Management, and help us set a new standard for property management rooted in Commitment, Accountability, Community, Growth, and an outstanding Reputation in Edmonton.",2025-09-02T14:24:49.254827,"**Property Maintenance Technician at Rent XS – A Division of XS Asset Management**

Are you a hands\-on, solution\-oriented individual who believes in teamwork and excellence? Rent XS, part of XS Asset Management, is looking for a Property Maintenance Technician in Edmonton who aligns with our core values of Growth, Community, Commitment, Accountability, and Reputation. If you bring technical skills and a dedication to service, we’d love for you to join our mission to set a new standard in property management.

**ABOUT RENT XS**

**Customer\-Centric, Community\-Driven:** At Rent XS, we put our tenants, vendors and community at the heart of everything we do. We’re not just about property upkeep; we’re about building positive experiences and fostering a community where people feel valued and at home. Our focus on results and meaningful relationships makes us Edmonton’s preferred choice of multifamily owners and managers.

**We Thrive Under Pressure—And Love It:** Property management is d...",68b736723204a15e64887b98
689d5ad6e78d62530107187c,Unity3D Developer,Project Whitecard,indeed,Backend Developer,"Winnipeg, MB, CA",https://ca.indeed.com/viewjob?jk=27378c4e78bb7dad,"['candidates@projectwhitecard.com', 'candidates@projectwhitecard.com']",2,"**If you’ve used Unity3D well before, then please feel free to apply, and thank\-you** (there are usually 2\-3 other positions in consideration). | If this sounds like you please send your portfolio or digital examples of your work with your CV and Cover Letter to candidates@projectwhitecard.com. Please note that only shortlisted candidates will be contacted. | To apply please send your resume to candidates@projectwhitecard.com",2025-09-02T14:24:49.293612,"We are dedicated to quality for our clients and users, and value compassion, culture, innovation and science. These values have allowed us to work alongside amazing clients such as NASA and the Canadian Space Agency. Project Whitecard is a respectful and inclusive workplace.
  
**Unity3D Developer**
---------------------

**If you’ve used Unity3D well before, then please feel free to apply, and thank\-you** (there are usually 2\-3 other positions in consideration).


**Position:** Developer  

**Location: Project Whitecard Inc., 698 Corydon, Winnipeg, Manitoba.**


Since 2006, Project Whitecard has been using games technology to improve lives everywhere, specializing in Virtual Reality. We are dedicated to quality for our clients and users, and value compassion, culture, innovation and science. These values have allowed us to work alongside amazing clients such as NASA and the Canadian Space Agency. Project Whitecard is a respectful and inclusive workplace.


We’re looking for an outst...",68b736723204a15e64887b99
689d5affe78d6253010724fd,Finance Analyst,AbCellera Biologics,indeed,Business Intelligence Analyst,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=a317bf4789529f28,[],0,**To apply** | Please submit your application through our website and refer to **Job ID** **23308** in your cover letter. We receive a large volume of applications and are only able to contact those who are selected for an interview. All communication from our Talent Discovery team will come from an @abcellera.com email address.,2025-09-02T14:24:49.335688,"From target to the clinic. AbCellera’s platform integrates biology, computation, and engineering to develop impactful antibody\-based medicines. We’re scientists, engineers, and business professionals who work together to turn scientific insights into breakthrough medicines. We pursue truth and scientific rigor. We think independently, act with conviction, and have the courage to work at the edge of the unknown. We offer the opportunity to stretch and explore, and to work on things that matter.



We are looking for a top\-performing Finance Analyst to join our Vancouver team to support strategic decision making on a growing portfolio of preclinical and clinical assets. You will contribute to maintaining our long range operating forecasts and projections through collaboration with leaders and project teams across the organization. If you are detail orientated, curious, excited about clear analysis and data, and keen to work in the drug development sector, we’d love to hear from you.


...",68b736723204a15e64887b9a
689d5af3e78d625301072162,Casual Support Specialist,Itracks,indeed,IT Support Specialist,"Saskatoon, SK, CA",https://ca.indeed.com/viewjob?jk=85f0b0b8421e34ca,['humanresources@itracks.com'],1,To apply for this position send your resume to **humanresources@itracks.com**,2025-09-02T14:24:49.382035,"itracks is seeking a **Casual Support Specialist** to assist with delivering client projects and to provide support to itracks’ clients and market research participants.



This position is an in\-office position in our Saskatoon headquarters. It has a potential to moving to part to full time hours for the right candidate. itracks’ help desk is open 5am to 9pm ET Monday through Friday, CST. Most hours will be during the standard help desk time, however, there may be occasional hours outside of these times available to support international clients.


**Responsibilities:**


* Provide high\-quality concierge support for meetings hosted on itracks’ proprietary video platform
* Respond to participant and client inquiries and perform problem solving effectively and in a professional and timely manner
* Software and client support within other itracks’ proprietary applications
* Liaise between external project participants and itracks’ Operations Department including reporting feedback from...",68b736723204a15e64887b9b
689d5acce78d6253010715de,Part time Robotics and Programming Coach,,indeed,Software Engineer,"Fredericton, NB, CA",https://ca.indeed.com/viewjob?jk=ba2308348811b52d,['admin@stemblock.ca'],1,**How to Apply** | Send your **resume** outlining your robotics/programming experience to: **admin@stemblock.ca**,2025-09-02T14:24:49.426687,"**About Us**

STEMBlock is not just a school; it represents an innovative learning model. We believe every child has the potential to become a future tech leader. Through project\-based learning, teamwork, and hands\-on practice, we empower children to master not only the fundamental principles of robotics but also to develop problem\-solving skills, innovative thinking, and collaborative abilities.

**Role Overview**

We’re looking for a passionate and patient **Robotics Coach** to guide students (ages 5–14\) in designing, building, and programming robots. You will mentor students through engineering challenges, help them prepare for competitions, and foster an environment that encourages curiosity, resilience, and innovation.

**Key Responsibilities**

* Lead weekly coaching sessions in robotics design, programming, and competition strategy.
* Teach programming fundamentals (C\+\+, Python, block\-based coding).
* Support students in building, testing, and troubleshooting robots.
* Pr...",68b736723204a15e64887b9c
689d5af3e78d625301072160,Support Specialist,itracks,indeed,IT Support Specialist,"Saskatoon, SK, CA",https://ca.indeed.com/viewjob?jk=8278bc120502cce0,['humanresources@itracks.com'],1,"* Provide phone, chat, and email support for itracks’ proprietary applications | To apply for this position send your resume to humanresources@itracks.com",2025-09-02T14:24:49.469328,"itracks is seeking a Support Specialist (Casual Position) to assist with delivering client projects and to provide support to itracks’ clients and market research participants. This position has the potential to move to part\-time or full\-time hours for the right candidate.

Responsibilities:

* Host and provide support in research\-based video meetings using itracks software
* Provide phone, chat, and email support for itracks’ proprietary applications
* Liaison between external project participants and itracks’ Operations Department, including reporting feedback from participants to the software development team
* Respond to participant and client inquiries and perform problem\-solving effectively and in a professional and timely manner
* Pursue self\-development to provide top\-quality customer service, and to increase itracks’ software products mastery and industry knowledge
* Work effectively in a team environment for the good of the company as well as individuals
* Perform other...",68b736723204a15e64887b9d
689d5ad6e78d625301071a31,Business Analyst,Greater Victoria Public Library,indeed,IT Project Manager,"Victoria, BC, CA",https://ca.indeed.com/viewjob?jk=17082fde39653574,['pccareers@gvpl.ca'],1,Applicants should provide relevant work experience as noted in the job description. Note: applicants may be required to submit verification of education. | * Email your resume and cover letter to **pccareers@gvpl.ca**. | * Quote “2025\-75E Business Analyst” in the subject line of your email,2025-09-02T14:24:49.518063,"**Greater Victoria Public Library**
-----------------------------------


**Business Analyst**
--------------------

  

  

**2025\-75E**  

  

**Category**  

Planning and Content Discovery  

  

**Job Type**  

Regular Full\-time  

  

**Posting Type**  

External  

  

**Work Location**  

Central Branch \- Administration/Hybrid, Victoria, BC Hours per Week 35  

  

**Salary Range (per hour)**  

$45\.50 \- $47\.22 (Pay Band 15\) This position is under review.  

  

**Union Membership**  

This is a Union Position (CUPE 410\)  

  

**DESCRIPTION**


* *Are you a solution\-focused professional who understands how to leverage technology and data to address business challenges?*
* *Do you excel in fostering innovation, effective and enthusiastic team relationships among staff* *with diverse backgrounds and skills?*
* *Do you want to join a progressive organization that provides valuable service to communities?*

  

  

**Role**  

This Union position, reporting to the Planning...",68b736723204a15e64887b9e
689d5acce78d625301071514,Android Developer : Java,OneNet Marketing,indeed,Software Engineer,"Victoria, BC, CA",https://ca.indeed.com/viewjob?jk=9e93cf7c5945043c,['hr@onenetinc.com'],1,"**How to apply** | Please email your resume and cover letter to hr@onenetinc.com with the subject “Android Developer \- Java”. Include links to personal projects in technology or art in your cover letter and resume. Cover letters can be in the form of an email. If including links to mobile apps in your resume, double check to ensure the links work. We will install the app(s) as part of our screening process.",2025-09-02T14:24:49.558552,"This job posting is for our portfolio company Hidden Bands. This is a full time job.
  

  

Hidden Bands is an interactive, music discovery game for mobile. We’re on a mission to bring back dangerous rock n’ roll and we need a rock\-loving, senior level **Java** developer to join our team. Are you also in a band? Awesome.  

‍


We'd prefer to have you join us in the Victoria office, however, we're also open to remote. You’ll be joining a small team of passionate creatives, not a group of stuffy corporates who speak in acronyms. Check us out at https://hiddenbands.com/about  

‍

**What you’ll do**
------------------

* Master the existing code base : Java
* Add features to the Hidden Bands Android app
* You’ll be working in tight collaboration with our Senior Web Developer and our Creative Director  

‍

##### **Tools our Mobile Dev team is fluent in:**


‍

* Java
* Firebase
* Gitflow \& Github
* Figma and Sketch for retrieving design assets
* Google Play for deploying test builds

...",68b736723204a15e64887b9f
689d5acce78d625301071510,Webflow Designer / Developer,OneNet Marketing,indeed,Software Engineer,"Victoria, BC, CA",https://ca.indeed.com/viewjob?jk=e796a233dc2a1dd4,"['hr@onenetinc.com', 'partners@onenetinc.com']",2,"**How to apply** | Please email your resume and cover letter to hr@onenetinc.com with the subject “Web Designer/Webflow Designer.” Include links to personal web projects in your cover letter and resume. Cover letters can be in the form of an email. | One Net often hires value\-added contractors (freelancers) in the areas of design, illustration, web development, and video production. If you are a contractor interested in working with our agency, please send your resume and work examples to: partners@onenetinc.com",2025-09-02T14:24:49.600620,"Hello, future\-forward creative! Our team is expanding, and we're looking for a talented Webflow developer with a proven ability to create motion\-heavy and media\-rich marketing sites, including CMS configuration.


‍


In office is preferred; however, remote employment will be considered for candidates with exceptional fit.
‍


In addition to your web design and low\-code development work, you’ll work in ideation and concepting for marketing sites, and help pitch design concepts to clients. You’ll also be involved in technical problem solving, proposals, and testing new design tools for potential adoption into the agency’s workflow. You’ll help design and build reusable UI components and symbols that can be repurposed in Webflow and other low\-code environments.


‍

  

‍
  



**What you’ll do**
------------------

* Develop motion\-heave media\-rich Webflow sites from Figma designs
* Create CMS collections
* Code custom JS for extended functionality
* Work collaboratively with the...",68b736723204a15e64887ba0
689d5acce78d62530107141e,"Development Coordinator, Events & Donor Relations",THEATRE CALGARY,indeed,Software Engineer,"Calgary, AB, CA",https://ca.indeed.com/viewjob?jk=0f30a223e3279736,['careers@theatrecalgary.com'],1,"* Manage all patron elements of six Opening Nights per season, including creating and sending invitations, managing RSVPs, coordinating catering, entertainment, and décor, etc. | * Grow philanthropic support through donor cultivation and solicitation, using a variety of methods including direct mail, email, phone calls, and social media. | * Send out weekly messaging to all new donations under $1,000 with information on benefits receipting.",2025-09-02T14:24:49.642245,"Theatre Calgary is seeking a Development Coordinator to join our team. The Development Coordinator plays a key role in the success of Theatre Calgary by creating dynamic events that raise revenue and enhance the donor experience. This person is also responsible for growing philanthropic support through high quality, targeted campaigns that align with our brand. The Development Coordinator reports to the Director of Development an d works cooperatively with the staff and community volunteers to achieve organizational goals.

This role will be based out of the Theatre Calgary offices located in Werklund Centre in the heart of downtown at 220 9 th Avenue SE, with some remote work possible. This job description outlines the primary duties and responsibilities of the position and is not intended to be all inclusive. The employee may be required to perform other duties as assigned. This position requires availability outside of standard office hours, including some evenings and weekends to s...",68b736723204a15e64887ba1
689d5ad6e78d625301071a33,ADMN O 24R - Records and Privacy Manager,BC Public Service,indeed,IT Project Manager,"Victoria, BC, CA",https://ca.indeed.com/viewjob?jk=77127c450435d369,"['BCMapplications@royalbcmuseum.bc.ca', 'BCMapplications@royalbcmuseum.bc.ca']",2,"\*\*\*Please DO NOT apply for this position by submitting your profile on this BC Government Hiring Centre website. Applications must be made via the following directions below.\*\*\* | If you meet these criteria, we invite you to review the job profile in detail and apply for this opportunity to contribute your expertise as a member of our dynamic team. | **Before you apply for this position, you must meet the eligibility requirements. To be eligible to work in Canada, you must be a Canadian citizen or permanent resident of Canada or authorized in writing to work in Canada under the federal Immigration Act. Eligibility to work in Canada is granted through citizenship, permanent resident status, or a work permit.**",2025-09-02T14:24:49.699001,"Posting Title
ADMN O 24R \- Records and Privacy Manager
Position Classification
Administrative Officer R24
Union
GEU
Work Options
Location
Victoria, BC V9B 6X2 CA (Primary)  

Salary Range
$76,071\.18 \- $86,658\.48 annually
Close Date
8/20/2025
Job Type
Regular Full Time
Temporary End Date
Ministry/Organization
BC Public Service \-\> Royal BC Museum
Ministry Branch / Division
Royal BC Museum
Job Summary
\*\*\*Please DO NOT apply for this position by submitting your profile on this BC Government Hiring Centre website. Applications must be made via the following directions below.\*\*\*


**Records and Privacy Manager**  

**Archives Department**  

**Archives, Research and Collections Division**  

**Full Time, Permanent**  

**Administrative Officer 24**  

**Annual Salary Range: $76,071\.18 \- $86,658\.48**  



The Royal BC Museum, which includes BC Archives and IMAX® Victoria, is one of the oldest continually operating museums in Canada. A cultural centre of learning and research, i...",68b736723204a15e64887ba2
